"DBN","School.Name","Year","Total.Enrollment","Grade.PK","Grade.K","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Female","X..Female.1","X..Male","X..Male.1","X..Asian","X..Asian.1","X..Black","X..Black.1","X..Hispanic","X..Hispanic.1","X..Other","X..Other.1","X..White","X..White.1","X..Students.with.Disabilities","X..Students.with.Disabilities.1","X..English.Language.Learners","X..English.Language.Learners.1","X..Poverty","X..Poverty.1"
"02M298","Pace High School","2013-14",421,0,0,0,0,0,0,0,0,0,0,114,118,96,93,259,"61.5%",162,"38.5%",41,"9.7%",149,"35.4%",176,"41.8%",47,"11.2%",8,"1.9%",52,"12.4%",5,"1.2%",341,"81.0%"
"02M298","Pace High School","2014-15",423,0,0,0,0,0,0,0,0,0,0,116,103,113,91,256,"60.5%",167,"39.5%",58,"13.7%",118,"27.9%",192,"45.4%",47,"11.1%",8,"1.9%",49,"11.6%",5,"1.2%",342,"80.9%"
"02M298","Pace High School","2015-16",478,0,0,0,0,0,0,0,0,0,0,160,114,95,109,286,"59.8%",192,"40.2%",47,"9.8%",152,"31.8%",245,"51.3%",27,"5.6%",7,"1.5%",75,"15.7%",7,"1.5%",381,"79.7%"
"02M300","Urban Assembly School of Design and Construction","2011-12",431,0,0,0,0,0,0,0,0,0,0,140,106,109,76,108,"25.1%",323,"74.9%",26,"6.0%",126,"29.2%",255,"59.2%",3,"0.7%",21,"4.9%",86,"20.0%",50,"11.6%",350,"81.2%"
"02M300","Urban Assembly School of Design and Construction","2012-13",418,0,0,0,0,0,0,0,0,0,0,109,122,116,71,115,"27.5%",303,"72.5%",25,"6.0%",132,"31.6%",245,"58.6%",2,"0.5%",14,"3.3%",86,"20.6%",46,"11.0%",339,"81.1%"
"02M300","Urban Assembly School of Design and Construction","2013-14",427,0,0,0,0,0,0,0,0,0,0,111,129,99,88,116,"27.2%",311,"72.8%",27,"6.3%",133,"31.1%",253,"59.3%",1,"0.2%",13,"3.0%",82,"19.2%",40,"9.4%",342,"80.1%"
"02M300","Urban Assembly School of Design and Construction","2014-15",414,0,0,0,0,0,0,0,0,0,0,107,121,94,92,125,"30.2%",289,"69.8%",25,"6.0%",122,"29.5%",247,"59.7%",8,"1.9%",12,"2.9%",86,"20.8%",26,"6.3%",335,"80.9%"
"02M300","Urban Assembly School of Design and Construction","2015-16",400,0,0,0,0,0,0,0,0,0,0,114,117,83,86,111,"27.8%",289,"72.3%",15,"3.8%",109,"27.3%",256,"64.0%",8,"2.0%",12,"3.0%",89,"22.2%",30,"7.5%",307,"76.7%"
"02M303","Facing History School, The","2011-12",451,0,0,0,0,0,0,0,0,0,0,185,115,93,58,223,"49.4%",228,"50.6%",3,"0.7%",106,"23.5%",330,"73.2%",1,"0.2%",11,"2.4%",96,"21.3%",97,"21.5%",451,"100.0%"
"02M303","Facing History School, The","2012-13",412,0,0,0,0,0,0,0,0,0,0,156,98,90,68,198,"48.1%",214,"51.9%",3,"0.7%",99,"24.0%",293,"71.1%",7,"1.7%",10,"2.4%",90,"21.8%",85,"20.6%",412,"100.0%"
"02M303","Facing History School, The","2013-14",417,0,0,0,0,0,0,0,0,0,0,153,100,87,77,200,"48.0%",217,"52.0%",6,"1.4%",117,"28.1%",285,"68.3%",4,"1.0%",5,"1.2%",98,"23.5%",91,"21.8%",417,"100.0%"
"02M303","Facing History School, The","2014-15",406,0,0,0,0,0,0,0,0,0,0,153,109,74,70,191,"47.0%",215,"53.0%",7,"1.7%",111,"27.3%",275,"67.7%",5,"1.2%",8,"2.0%",102,"25.1%",79,"19.5%",406,"100.0%"
"02M303","Facing History School, The","2015-16",409,0,0,0,0,0,0,0,0,0,0,154,113,80,62,209,"51.1%",200,"48.9%",8,"2.0%",114,"27.9%",270,"66.0%",6,"1.5%",11,"2.7%",99,"24.2%",74,"18.1%",409,"100.0%"
"02M392","MANHATTAN BUSINESS ACADEMY","2013-14",426,0,0,0,0,0,0,0,0,0,0,133,119,102,72,166,"39.0%",260,"61.0%",16,"3.8%",123,"28.9%",258,"60.6%",13,"3.1%",16,"3.8%",72,"16.9%",30,"7.0%",353,"82.9%"
"02M305","Urban Assembly Academy of Government and Law, The","2011-12",312,0,0,0,0,0,0,0,0,0,0,118,67,74,53,175,"56.1%",137,"43.9%",12,"3.8%",130,"41.7%",158,"50.6%",1,"0.3%",11,"3.5%",57,"18.3%",19,"6.1%",262,"84.0%"
"02M305","Urban Assembly Academy of Government and Law, The","2012-13",309,0,0,0,0,0,0,0,0,0,0,93,95,51,70,176,"57.0%",133,"43.0%",17,"5.5%",126,"40.8%",161,"52.1%",1,"0.3%",4,"1.3%",59,"19.1%",19,"6.1%",249,"80.6%"
"02M305","Urban Assembly Academy of Government and Law, The","2013-14",326,0,0,0,0,0,0,0,0,0,0,105,85,82,54,192,"58.9%",134,"41.1%",20,"6.1%",132,"40.5%",163,"50.0%",1,"0.3%",10,"3.1%",57,"17.5%",15,"4.6%",270,"82.8%"
"02M305","Urban Assembly Academy of Government and Law, The","2014-15",329,0,0,0,0,0,0,0,0,0,0,88,101,64,76,191,"58.1%",138,"41.9%",19,"5.8%",138,"41.9%",162,"49.2%",1,"0.3%",9,"2.7%",62,"18.8%",11,"3.3%",271,"82.4%"
"02M305","Urban Assembly Academy of Government and Law, The","2015-16",331,0,0,0,0,0,0,0,0,0,0,100,89,76,66,184,"55.6%",147,"44.4%",20,"6.0%",131,"39.6%",166,"50.2%",1,"0.3%",13,"3.9%",74,"22.4%",14,"4.2%",259,"78.2%"
"02M308","Lower Manhattan Arts Academy","2011-12",336,0,0,0,0,0,0,0,0,0,0,124,90,75,47,202,"60.1%",134,"39.9%",32,"9.5%",103,"30.7%",187,"55.7%",2,"0.6%",12,"3.6%",96,"28.6%",16,"4.8%",336,"100.0%"
"02M308","Lower Manhattan Arts Academy","2012-13",351,0,0,0,0,0,0,0,0,0,0,128,93,68,62,223,"63.5%",128,"36.5%",33,"9.4%",100,"28.5%",196,"55.8%",7,"2.0%",15,"4.3%",93,"26.5%",16,"4.6%",351,"100.0%"
"02M308","Lower Manhattan Arts Academy","2013-14",362,0,0,0,0,0,0,0,0,0,0,143,92,75,52,240,"66.3%",122,"33.7%",31,"8.6%",104,"28.7%",203,"56.1%",11,"3.0%",13,"3.6%",100,"27.6%",17,"4.7%",362,"100.0%"
"02M308","Lower Manhattan Arts Academy","2014-15",383,0,0,0,0,0,0,0,0,0,0,121,116,76,70,268,"70.0%",115,"30.0%",32,"8.4%",108,"28.2%",217,"56.7%",13,"3.4%",13,"3.4%",115,"30.0%",16,"4.2%",383,"100.0%"
"02M308","Lower Manhattan Arts Academy","2015-16",353,0,0,0,0,0,0,0,0,0,0,100,100,89,64,248,"70.3%",105,"29.7%",34,"9.6%",93,"26.3%",199,"56.4%",17,"4.8%",10,"2.8%",108,"30.6%",14,"4.0%",353,"100.0%"
"02M312","New York City Lab Middle School for Collaborative","2011-12",575,0,0,0,0,0,0,0,198,186,191,0,0,0,0,281,"48.9%",294,"51.1%",256,"44.5%",22,"3.8%",62,"10.8%",41,"7.1%",194,"33.7%",70,"12.2%",1,"0.2%",209,"36.3%"
"02M312","New York City Lab Middle School for Collaborative","2012-13",561,0,0,0,0,0,0,0,186,185,190,0,0,0,0,255,"45.5%",306,"54.5%",238,"42.4%",17,"3.0%",58,"10.3%",46,"8.2%",202,"36.0%",79,"14.1%",2,"0.4%",207,"36.9%"
"02M312","New York City Lab Middle School for Collaborative","2013-14",573,0,0,0,0,0,0,0,194,187,192,0,0,0,0,286,"49.9%",287,"50.1%",236,"41.2%",16,"2.8%",51,"8.9%",46,"8.0%",224,"39.1%",86,"15.0%",2,"0.3%",186,"32.5%"
"02M312","New York City Lab Middle School for Collaborative","2014-15",558,0,0,0,0,0,0,0,187,191,180,0,0,0,0,274,"49.1%",284,"50.9%",249,"44.6%",11,"2.0%",40,"7.2%",44,"7.9%",214,"38.4%",83,"14.9%",2,"0.4%",193,"34.6%"
"02M312","New York City Lab Middle School for Collaborative","2015-16",551,0,0,0,0,0,0,0,190,177,184,0,0,0,0,271,"49.2%",280,"50.8%",258,"46.8%",13,"2.4%",41,"7.4%",50,"9.1%",189,"34.3%",84,"15.2%",4,"0.7%",156,"28.3%"
"02M313","James Baldwin School, The: A School for Expedition","2011-12",248,0,0,0,0,0,0,0,0,0,0,15,74,60,99,118,"47.6%",130,"52.4%",10,"4.0%",85,"34.3%",135,"54.4%",2,"0.8%",16,"6.5%",35,"14.1%",12,"4.8%",171,"69.0%"
"02M313","James Baldwin School, The: A School for Expedition","2012-13",254,0,0,0,0,0,0,0,0,0,0,7,93,63,91,129,"50.8%",125,"49.2%",6,"2.4%",105,"41.3%",122,"48.0%",2,"0.8%",19,"7.5%",43,"16.9%",15,"5.9%",190,"74.8%"
"02M313","James Baldwin School, The: A School for Expedition","2013-14",260,0,0,0,0,0,0,0,0,0,0,17,117,76,50,150,"57.7%",110,"42.3%",4,"1.5%",113,"43.5%",125,"48.1%",2,"0.8%",16,"6.2%",37,"14.2%",15,"5.8%",189,"72.7%"
"02M313","James Baldwin School, The: A School for Expedition","2014-15",259,0,0,0,0,0,0,0,0,0,0,14,75,52,118,142,"54.8%",117,"45.2%",4,"1.5%",112,"43.2%",125,"48.3%",1,"0.4%",17,"6.6%",43,"16.6%",18,"6.9%",198,"76.4%"
"02M313","James Baldwin School, The: A School for Expedition","2015-16",265,0,0,0,0,0,0,0,0,0,0,31,95,80,59,142,"53.6%",123,"46.4%",2,"0.8%",118,"44.5%",129,"48.7%",3,"1.1%",13,"4.9%",49,"18.5%",16,"6.0%",197,"74.3%"
"02M316","Urban Assembly School of Business for Young Women","2011-12",378,0,0,0,0,0,0,0,0,0,0,129,118,77,54,378,"100.0%",0,"0.0%",13,"3.4%",177,"46.8%",183,"48.4%",0,"0.0%",5,"1.3%",70,"18.5%",10,"2.6%",325,"86.0%"
"02M316","Urban Assembly School of Business for Young Women","2012-13",419,0,0,0,0,0,0,0,0,0,0,142,111,98,68,419,"100.0%",0,"0.0%",17,"4.1%",185,"44.2%",194,"46.3%",14,"3.3%",9,"2.1%",80,"19.1%",15,"3.6%",354,"84.5%"
"02M316","Urban Assembly School of Business for Young Women","2013-14",412,0,0,0,0,0,0,0,0,0,0,126,117,86,83,412,"100.0%",0,"0.0%",16,"3.9%",196,"47.6%",169,"41.0%",23,"5.6%",8,"1.9%",83,"20.1%",17,"4.1%",345,"83.7%"
"02M316","Urban Assembly School of Business for Young Women","2014-15",405,0,0,0,0,0,0,0,0,0,0,128,106,103,68,405,"100.0%",0,"0.0%",14,"3.5%",214,"52.8%",160,"39.5%",9,"2.2%",8,"2.0%",75,"18.5%",18,"4.4%",330,"81.5%"
"02M316","Urban Assembly School of Business for Young Women","2015-16",359,0,0,0,0,0,0,0,0,0,0,117,91,67,84,359,"100.0%",0,"0.0%",12,"3.3%",196,"54.6%",127,"35.4%",15,"4.2%",9,"2.5%",74,"20.6%",18,"5.0%",295,"82.2%"
"02M340","Sixth Avenue Elementary School","2014-15",83,51,32,0,0,0,0,0,0,0,0,0,0,0,0,49,"59.0%",34,"41.0%",8,"9.6%",4,"4.8%",14,"16.9%",11,"13.3%",46,"55.4%",10,"12.0%",0,"0.0%",5,"6.0%"
"02M340","Sixth Avenue Elementary School","2015-16",155,70,48,37,0,0,0,0,0,0,0,0,0,0,0,81,"52.3%",74,"47.7%",15,"9.7%",7,"4.5%",22,"14.2%",12,"7.7%",99,"63.9%",24,"15.5%",0,"0.0%",18,"11.6%"
"02M343","The Peck Slip School","2012-13",45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,19,"42.2%",26,"57.8%",8,"17.8%",4,"8.9%",4,"8.9%",6,"13.3%",23,"51.1%",5,"11.1%",1,"2.2%",5,"11.1%"
"02M343","The Peck Slip School","2013-14",123,34,42,47,0,0,0,0,0,0,0,0,0,0,0,65,"52.8%",58,"47.2%",17,"13.8%",7,"5.7%",16,"13.0%",13,"10.6%",70,"56.9%",16,"13.0%",2,"1.6%",10,"8.1%"
"02M343","The Peck Slip School","2014-15",161,0,69,43,49,0,0,0,0,0,0,0,0,0,0,77,"47.8%",84,"52.2%",24,"14.9%",6,"3.7%",18,"11.2%",18,"11.2%",95,"59.0%",27,"16.8%",9,"5.6%",12,"7.5%"
"02M343","The Peck Slip School","2015-16",279,36,82,72,48,41,0,0,0,0,0,0,0,0,0,146,"52.3%",133,"47.7%",45,"16.1%",9,"3.2%",37,"13.3%",23,"8.2%",165,"59.1%",42,"15.1%",13,"4.7%",33,"11.8%"
"02M347","The 47 American Sign Language & English Lower Scho","2011-12",215,65,14,23,12,10,11,19,16,18,27,0,0,0,0,108,"50.2%",107,"49.8%",9,"4.2%",47,"21.9%",104,"48.4%",6,"2.8%",49,"22.8%",92,"42.8%",20,"9.3%",146,"67.9%"
"02M347","The 47 American Sign Language & English Lower Scho","2012-13",220,66,32,16,25,11,11,10,18,13,18,0,0,0,0,119,"54.1%",101,"45.9%",9,"4.1%",51,"23.2%",98,"44.5%",4,"1.8%",58,"26.4%",111,"50.5%",18,"8.2%",155,"70.5%"
"02M347","The 47 American Sign Language & English Lower Scho","2013-14",214,63,31,23,11,27,8,8,12,17,14,0,0,0,0,114,"53.3%",100,"46.7%",5,"2.3%",43,"20.1%",95,"44.4%",7,"3.3%",64,"29.9%",115,"53.7%",15,"7.0%",146,"68.2%"
"02M347","The 47 American Sign Language & English Lower Scho","2014-15",196,61,23,16,20,12,21,11,6,10,16,0,0,0,0,99,"50.5%",97,"49.5%",6,"3.1%",45,"23.0%",96,"49.0%",7,"3.6%",42,"21.4%",94,"48.0%",17,"8.7%",137,"69.9%"
"02M347","The 47 American Sign Language & English Lower Scho","2015-16",189,60,19,18,14,18,13,19,11,6,11,0,0,0,0,93,"49.2%",96,"50.8%",7,"3.7%",42,"22.2%",87,"46.0%",9,"4.8%",44,"23.3%",111,"58.7%",12,"6.3%",127,"67.2%"
"02M374","Gramercy Arts High School","2011-12",495,0,0,0,0,0,0,0,0,0,0,153,151,117,74,365,"73.7%",130,"26.3%",14,"2.8%",224,"45.3%",223,"45.1%",1,"0.2%",33,"6.7%",64,"12.9%",15,"3.0%",345,"69.7%"
"02M374","Gramercy Arts High School","2012-13",513,0,0,0,0,0,0,0,0,0,0,141,147,128,97,379,"73.9%",134,"26.1%",13,"2.5%",230,"44.8%",233,"45.4%",7,"1.4%",30,"5.8%",80,"15.6%",12,"2.3%",372,"72.5%"
"02M374","Gramercy Arts High School","2013-14",548,0,0,0,0,0,0,0,0,0,0,179,144,114,111,398,"72.6%",150,"27.4%",16,"2.9%",246,"44.9%",240,"43.8%",14,"2.6%",32,"5.8%",85,"15.5%",17,"3.1%",393,"71.7%"
"02M374","Gramercy Arts High School","2014-15",530,0,0,0,0,0,0,0,0,0,0,178,158,87,107,377,"71.1%",153,"28.9%",20,"3.8%",227,"42.8%",234,"44.2%",21,"4.0%",28,"5.3%",93,"17.5%",11,"2.1%",385,"72.6%"
"02M374","Gramercy Arts High School","2015-16",523,0,0,0,0,0,0,0,0,0,0,160,188,90,85,377,"72.1%",146,"27.9%",22,"4.2%",215,"41.1%",224,"42.8%",32,"6.1%",30,"5.7%",94,"18.0%",11,"2.1%",376,"71.9%"
"02M376","NYC iSchool","2011-12",433,0,0,0,0,0,0,0,0,0,0,118,114,104,97,222,"51.3%",211,"48.7%",50,"11.5%",89,"20.6%",186,"43.0%",4,"0.9%",104,"24.0%",48,"11.1%",2,"0.5%",182,"42.0%"
"02M376","NYC iSchool","2012-13",447,0,0,0,0,0,0,0,0,0,0,132,119,100,96,228,"51.0%",219,"49.0%",47,"10.5%",78,"17.4%",196,"43.8%",8,"1.8%",118,"26.4%",53,"11.9%",1,"0.2%",218,"48.8%"
"02M376","NYC iSchool","2013-14",433,0,0,0,0,0,0,0,0,0,0,113,121,104,95,227,"52.4%",206,"47.6%",44,"10.2%",78,"18.0%",181,"41.8%",12,"2.8%",118,"27.3%",60,"13.9%",2,"0.5%",199,"46.0%"
"02M376","NYC iSchool","2014-15",442,0,0,0,0,0,0,0,0,0,0,115,113,114,100,255,"57.7%",187,"42.3%",37,"8.4%",88,"19.9%",176,"39.8%",13,"2.9%",128,"29.0%",57,"12.9%",1,"0.2%",203,"45.9%"
"02M376","NYC iSchool","2015-16",457,0,0,0,0,0,0,0,0,0,0,127,116,106,108,257,"56.2%",200,"43.8%",33,"7.2%",87,"19.0%",168,"36.8%",27,"5.9%",142,"31.1%",67,"14.7%",2,"0.4%",189,"41.4%"
"02M391","Pre-K Center District 02","2015-16",234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,122,"52.1%",112,"47.9%",40,"17.1%",24,"10.3%",42,"17.9%",6,"2.6%",122,"52.1%",11,"4.7%",0,"0.0%",234,"100.0%"
"02M392","MANHATTAN BUSINESS ACADEMY","2011-12",332,0,0,0,0,0,0,0,0,0,0,148,91,93,0,136,"41.0%",196,"59.0%",22,"6.6%",98,"29.5%",195,"58.7%",1,"0.3%",16,"4.8%",48,"14.5%",34,"10.2%",254,"76.5%"
"02M392","MANHATTAN BUSINESS ACADEMY","2012-13",398,0,0,0,0,0,0,0,0,0,0,115,121,78,84,156,"39.2%",242,"60.8%",24,"6.0%",114,"28.6%",234,"58.8%",8,"2.0%",18,"4.5%",61,"15.3%",38,"9.5%",336,"84.4%"
"02M392","MANHATTAN BUSINESS ACADEMY","2014-15",438,0,0,0,0,0,0,0,0,0,0,126,121,101,90,181,"41.3%",257,"58.7%",15,"3.4%",124,"28.3%",272,"62.1%",12,"2.7%",15,"3.4%",80,"18.3%",24,"5.5%",339,"77.4%"
"02M392","MANHATTAN BUSINESS ACADEMY","2015-16",423,0,0,0,0,0,0,0,0,0,0,118,112,103,90,197,"46.6%",226,"53.4%",16,"3.8%",116,"27.4%",258,"61.0%",14,"3.3%",19,"4.5%",76,"18.0%",22,"5.2%",345,"81.6%"
"02M393","Business Of Sports School","2011-12",304,0,0,0,0,0,0,0,0,0,0,150,114,40,0,84,"27.6%",220,"72.4%",5,"1.6%",108,"35.5%",174,"57.2%",4,"1.3%",13,"4.3%",65,"21.4%",23,"7.6%",304,"100.0%"
"02M393","Business Of Sports School","2012-13",388,0,0,0,0,0,0,0,0,0,0,160,108,82,38,114,"29.4%",274,"70.6%",8,"2.1%",146,"37.6%",220,"56.7%",5,"1.3%",9,"2.3%",83,"21.4%",26,"6.7%",388,"100.0%"
"02M393","Business Of Sports School","2013-14",420,0,0,0,0,0,0,0,0,0,0,141,112,82,85,119,"28.3%",301,"71.7%",8,"1.9%",163,"38.8%",234,"55.7%",6,"1.4%",9,"2.1%",95,"22.6%",25,"6.0%",420,"100.0%"
"02M393","Business Of Sports School","2014-15",449,0,0,0,0,0,0,0,0,0,0,163,129,84,73,125,"27.8%",324,"72.2%",10,"2.2%",163,"36.3%",266,"59.2%",5,"1.1%",5,"1.1%",100,"22.3%",33,"7.3%",449,"100.0%"
"02M393","Business Of Sports School","2015-16",448,0,0,0,0,0,0,0,0,0,0,151,122,101,74,155,"34.6%",293,"65.4%",9,"2.0%",144,"32.1%",287,"64.1%",3,"0.7%",5,"1.1%",104,"23.2%",30,"6.7%",448,"100.0%"
"02M394","Emma Lazarus High School","2011-12",250,0,0,0,0,0,0,0,0,0,0,13,156,80,1,122,"48.8%",128,"51.2%",156,"62.4%",18,"7.2%",66,"26.4%",0,"0.0%",10,"4.0%",0,"0.0%",207,"82.8%",237,"94.8%"
"02M394","Emma Lazarus High School","2012-13",245,0,0,0,0,0,0,0,0,0,0,33,97,115,0,122,"49.8%",123,"50.2%",154,"62.9%",24,"9.8%",56,"22.9%",0,"0.0%",11,"4.5%",0,"0.0%",209,"85.3%",228,"93.1%"
"02M394","Emma Lazarus High School","2013-14",221,0,0,0,0,0,0,0,0,0,0,42,98,39,42,102,"46.2%",119,"53.8%",141,"63.8%",18,"8.1%",47,"21.3%",0,"0.0%",15,"6.8%",0,"0.0%",194,"87.8%",213,"96.4%"
"02M394","Emma Lazarus High School","2014-15",228,0,0,0,0,0,0,0,0,0,0,104,100,21,3,107,"46.9%",121,"53.1%",146,"64.0%",22,"9.6%",43,"18.9%",3,"1.3%",14,"6.1%",0,"0.0%",181,"79.4%",221,"96.9%"
"02M394","Emma Lazarus High School","2015-16",266,0,0,0,0,0,0,0,0,0,0,121,122,23,0,123,"46.2%",143,"53.8%",143,"53.8%",29,"10.9%",65,"24.4%",5,"1.9%",24,"9.0%",0,"0.0%",199,"74.8%",247,"92.9%"
"02M397","Spruce Street School","2011-12",253,56,83,61,53,0,0,0,0,0,0,0,0,0,0,116,"45.8%",137,"54.2%",49,"19.4%",6,"2.4%",37,"14.6%",28,"11.1%",133,"52.6%",11,"4.3%",9,"3.6%",22,"8.7%"
"02M397","Spruce Street School","2012-13",318,70,63,83,54,48,0,0,0,0,0,0,0,0,0,150,"47.2%",168,"52.8%",60,"18.9%",6,"1.9%",43,"13.5%",38,"11.9%",171,"53.8%",31,"9.7%",6,"1.9%",26,"8.2%"
"02M397","Spruce Street School","2013-14",362,62,70,59,74,51,46,0,0,0,0,0,0,0,0,169,"46.7%",193,"53.3%",56,"15.5%",9,"2.5%",44,"12.2%",47,"13.0%",206,"56.9%",48,"13.3%",9,"2.5%",30,"8.3%"
"02M397","Spruce Street School","2014-15",430,83,70,60,53,69,48,47,0,0,0,0,0,0,0,204,"47.4%",226,"52.6%",61,"14.2%",11,"2.6%",53,"12.3%",57,"13.3%",248,"57.7%",60,"14.0%",7,"1.6%",39,"9.1%"
"02M397","Spruce Street School","2015-16",443,35,69,64,55,45,66,46,63,0,0,0,0,0,0,217,"49.0%",226,"51.0%",61,"13.8%",12,"2.7%",55,"12.4%",57,"12.9%",258,"58.2%",62,"14.0%",9,"2.0%",47,"10.6%"
"02M399","The High School For Language And Diplomacy","2011-12",244,0,0,0,0,0,0,0,0,0,0,109,57,78,0,127,"52.0%",117,"48.0%",108,"44.3%",38,"15.6%",80,"32.8%",5,"2.0%",13,"5.3%",44,"18.0%",71,"29.1%",216,"88.5%"
"02M399","The High School For Language And Diplomacy","2012-13",335,0,0,0,0,0,0,0,0,0,0,113,92,52,78,174,"51.9%",161,"48.1%",134,"40.0%",58,"17.3%",121,"36.1%",5,"1.5%",17,"5.1%",57,"17.0%",73,"21.8%",293,"87.5%"
"02M399","The High School For Language And Diplomacy","2013-14",358,0,0,0,0,0,0,0,0,0,0,113,108,80,57,191,"53.4%",167,"46.6%",122,"34.1%",68,"19.0%",147,"41.1%",7,"2.0%",14,"3.9%",65,"18.2%",57,"15.9%",313,"87.4%"
"02M399","The High School For Language And Diplomacy","2014-15",437,0,0,0,0,0,0,0,0,0,0,139,108,104,86,244,"55.8%",193,"44.2%",137,"31.4%",89,"20.4%",176,"40.3%",11,"2.5%",24,"5.5%",76,"17.4%",53,"12.1%",375,"85.8%"
"02M399","The High School For Language And Diplomacy","2015-16",443,0,0,0,0,0,0,0,0,0,0,104,127,105,107,245,"55.3%",198,"44.7%",138,"31.2%",82,"18.5%",193,"43.6%",9,"2.0%",21,"4.7%",75,"16.9%",45,"10.2%",362,"81.7%"
"02M400","High School for Environmental Studies","2011-12",1394,0,0,0,0,0,0,0,0,0,0,398,383,314,299,691,"49.6%",703,"50.4%",233,"16.7%",206,"14.8%",797,"57.2%",3,"0.2%",155,"11.1%",207,"14.8%",107,"7.7%",970,"69.6%"
"02M400","High School for Environmental Studies","2012-13",1339,0,0,0,0,0,0,0,0,0,0,333,394,325,287,669,"50.0%",670,"50.0%",218,"16.3%",194,"14.5%",801,"59.8%",11,"0.8%",115,"8.6%",206,"15.4%",121,"9.0%",1022,"76.3%"
"02M400","High School for Environmental Studies","2013-14",1312,0,0,0,0,0,0,0,0,0,0,355,333,314,310,647,"49.3%",665,"50.7%",224,"17.1%",203,"15.5%",777,"59.2%",7,"0.5%",101,"7.7%",210,"16.0%",99,"7.5%",1013,"77.2%"
"02M400","High School for Environmental Studies","2014-15",1301,0,0,0,0,0,0,0,0,0,0,346,337,318,300,656,"50.4%",645,"49.6%",196,"15.1%",192,"14.8%",817,"62.8%",10,"0.8%",86,"6.6%",216,"16.6%",93,"7.1%",968,"74.4%"
"02M400","High School for Environmental Studies","2015-16",1259,0,0,0,0,0,0,0,0,0,0,356,325,318,260,627,"49.8%",632,"50.2%",168,"13.3%",188,"14.9%",807,"64.1%",16,"1.3%",80,"6.4%",217,"17.2%",103,"8.2%",923,"73.3%"
"02M407","Institute for Collaborative Education","2011-12",489,0,0,0,0,0,0,0,61,64,93,63,71,73,64,219,"44.8%",270,"55.2%",31,"6.3%",50,"10.2%",86,"17.6%",55,"11.2%",267,"54.6%",46,"9.4%",2,"0.4%",66,"13.5%"
"02M407","Institute for Collaborative Education","2012-13",476,0,0,0,0,0,0,0,64,65,67,66,70,70,74,228,"47.9%",248,"52.1%",28,"5.9%",52,"10.9%",75,"15.8%",45,"9.5%",276,"58.0%",33,"6.9%",4,"0.8%",80,"16.8%"
"02M407","Institute for Collaborative Education","2013-14",468,0,0,0,0,0,0,0,66,66,69,48,75,68,76,231,"49.4%",237,"50.6%",36,"7.7%",56,"12.0%",80,"17.1%",42,"9.0%",254,"54.3%",31,"6.6%",2,"0.4%",112,"23.9%"
"02M407","Institute for Collaborative Education","2014-15",482,0,0,0,0,0,0,0,63,72,71,69,61,75,71,232,"48.1%",250,"51.9%",32,"6.6%",70,"14.5%",75,"15.6%",33,"6.8%",272,"56.4%",35,"7.3%",0,"0.0%",91,"18.9%"
"02M407","Institute for Collaborative Education","2015-16",484,0,0,0,0,0,0,0,65,64,73,70,74,61,77,237,"49.0%",247,"51.0%",33,"6.8%",76,"15.7%",77,"15.9%",33,"6.8%",265,"54.8%",34,"7.0%",1,"0.2%",85,"17.6%"
"02M408","Professional Performing Arts High School","2011-12",502,0,0,0,0,0,0,0,28,27,32,94,103,112,106,375,"74.7%",127,"25.3%",35,"7.0%",96,"19.1%",119,"23.7%",42,"8.4%",210,"41.8%",23,"4.6%",10,"2.0%",144,"28.7%"
"02M408","Professional Performing Arts High School","2012-13",531,0,0,0,0,0,0,0,29,32,32,124,101,104,109,400,"75.3%",131,"24.7%",32,"6.0%",119,"22.4%",127,"23.9%",31,"5.8%",222,"41.8%",25,"4.7%",2,"0.4%",164,"30.9%"
"02M408","Professional Performing Arts High School","2013-14",512,0,0,0,0,0,0,0,29,33,33,103,118,99,97,381,"74.4%",131,"25.6%",25,"4.9%",124,"24.2%",108,"21.1%",13,"2.5%",242,"47.3%",37,"7.2%",1,"0.2%",173,"33.8%"
"02M408","Professional Performing Arts High School","2014-15",536,0,0,0,0,0,0,0,28,32,33,133,99,113,98,392,"73.1%",144,"26.9%",17,"3.2%",125,"23.3%",109,"20.3%",32,"6.0%",253,"47.2%",60,"11.2%",1,"0.2%",179,"33.4%"
"02M408","Professional Performing Arts High School","2015-16",546,0,0,0,0,0,0,0,33,29,32,109,135,95,113,407,"74.5%",139,"25.5%",26,"4.8%",124,"22.7%",110,"20.1%",48,"8.8%",238,"43.6%",66,"12.1%",1,"0.2%",182,"33.3%"
"02M411","Baruch College Campus High School","2011-12",432,0,0,0,0,0,0,0,0,0,0,110,108,118,96,242,"56.0%",190,"44.0%",262,"60.6%",25,"5.8%",63,"14.6%",1,"0.2%",81,"18.8%",9,"2.1%",7,"1.6%",290,"67.1%"
"02M411","Baruch College Campus High School","2012-13",441,0,0,0,0,0,0,0,0,0,0,110,110,106,115,241,"54.6%",200,"45.4%",267,"60.5%",26,"5.9%",59,"13.4%",4,"0.9%",85,"19.3%",14,"3.2%",1,"0.2%",297,"67.3%"
